Date,Temperature,Humidity,True_State
2024-01-01,62.19663570051717,59.45751055718243,1
2024-01-02,87.5678361697382,41.0379913064286,2
2024-01-03,94.42495233593333,37.67735125677516,2
2024-01-04,86.88881417546861,38.2225567954182,2
2024-01-05,64.76005546923348,67.26275123731186,1
2024-01-06,61.81006955971235,62.906570670178624,1
2024-01-07,26.851495713674435,84.38377324976163,0
2024-01-08,62.75868505232537,56.44936021036258,1
2024-01-09,51.06164194034109,53.89714947859073,1
2024-01-10,56.653986359093935,65.80968658873387,1
2024-01-11,37.76429887919663,77.80241062262861,0
2024-01-12,87.96042323614353,41.308115279862335,2
2024-01-13,90.06073254536612,44.6546704198704,2
2024-01-14,87.38405953206446,44.74571493890499,2
2024-01-15,58.80387601065122,64.26987355533927,1
2024-01-16,58.64479768855729,56.93452658545811,1
2024-01-17,69.56158819919986,65.32613541273459,1
2024-01-18,51.039774499323926,57.76613244105046,1
2024-01-19,66.02461460889288,54.01669765393239,1
2024-01-20,63.85339164761555,63.335280517348956,1
2024-01-21,56.504267109540415,59.95591476877096,1
2024-01-22,49.5499112568486,68.8521575828336,1
2024-01-23,58.454537454015394,64.01906525688129,1
2024-01-24,63.06920670737712,66.78940394049994,1
2024-01-25,57.8334829654872,61.01911363763733,1
2024-01-26,62.79554601307264,64.3627079571524,1
2024-01-27,65.77177169204462,57.613091347123394,1
2024-01-28,56.67886278347789,66.80055683124085,1
2024-01-29,49.8146203251393,67.85016140271335,1
2024-01-30,28.48837878961846,79.97718585504852,0
2024-01-31,26.58828699439923,79.75902257232093,0
2024-02-01,36.35569112990457,83.8543155073202,0
2024-02-02,32.463432419002025,80.44436503065872,0
2024-02-03,52.771950137639585,55.7793154324113,1
2024-02-04,88.28399381684416,42.2883822721442,2
2024-02-05,90.34826332259439,44.917521531792325,2
2024-02-06,92.36813693863782,40.271752889692856,2
2024-02-07,71.37880648783602,62.03113342524964,1
2024-02-08,57.84028899195814,69.29983503243466,1
2024-02-09,66.002057742067,69.08043895121908,1
2024-02-10,59.44534032185245,64.88154563240552,1
2024-02-11,52.735752704638195,63.92003205457084,1
2024-02-12,29.211380208729484,73.22471022241034,0
2024-02-13,65.16300202008988,50.94934337501992,1
2024-02-14,50.4364674146789,61.81238229402651,1
2024-02-15,62.85673755163394,64.85261910006605,1
2024-02-16,63.709815082647324,67.38329312714815,1
2024-02-17,63.5012147668121,59.33850278028768,1
2024-02-18,59.631944421040465,58.588894055063946,1
2024-02-19,61.47738762211592,54.51327065716671,1
2024-02-20,91.70461099279477,39.567932465841935,2
2024-02-21,91.37817578943704,41.39361517485331,2
2024-02-22,77.73867699342134,35.49353090667666,2
2024-02-23,89.45685667955573,39.72257520851163,2
2024-02-24,91.29694654499848,41.51174145165821,2
2024-02-25,97.58116661466948,41.562292405489735,2
2024-02-26,58.4348814589178,52.00438263731259,1
2024-02-27,53.15704942229071,62.67745904987602,1
2024-02-28,35.30223407055234,87.70685498459092,0
2024-02-29,25.860534605421435,78.48067782284537,0
2024-03-01,31.211668430415564,90.23699460565119,0
2024-03-02,30.574307341069478,87.75631427366486,0
2024-03-03,60.84986451453654,65.76622593214228,1
2024-03-04,65.1328992327604,60.83044066254075,1
2024-03-05,54.89808376368923,58.65452781035525,1
2024-03-06,67.4452258694224,64.38912584240057,1
2024-03-07,57.831748366140765,58.288456806878,1
2024-03-08,51.34563448117216,67.22169395990906,1
2024-03-09,34.430317801230764,79.31461089479073,0
2024-03-10,91.00067209586712,29.145670859347952,2
2024-03-11,87.56642751978626,46.672228204320675,2
2024-03-12,64.9077368836504,61.65350278531966,1
2024-03-13,29.926408706825317,83.98202714848163,0
2024-03-14,58.59307446724457,51.67653401902496,1
2024-03-15,59.96900430163064,62.01559663542788,1
2024-03-16,65.6133884239901,52.79402119752001,1
2024-03-17,59.38544346724272,59.623481726224384,1
2024-03-18,24.49374047576444,82.43836637461646,0
2024-03-19,33.73684015805901,78.54653845984478,0
2024-03-20,40.275463043107365,78.40319996233171,0
2024-03-21,57.76658264654667,57.621643260156986,1
2024-03-22,55.92250463355756,57.20487253383072,1
2024-03-23,52.82955565383738,59.042335880433534,1
2024-03-24,30.287370015121486,68.58598754979602,0
2024-03-25,29.49025243760072,80.21067040870965,0
2024-03-26,32.5729449534527,86.02317536287913,0
2024-03-27,34.25677132300255,76.89818138732224,0
2024-03-28,26.31793913871177,82.89752200774927,0
2024-03-29,57.26360081831239,53.85972990438188,1
2024-03-30,71.87070871700298,58.44637867691403,1
2024-03-31,56.86737908655728,49.039349718790106,1
2024-04-01,64.25701046189414,55.060320771017295,1
2024-04-02,60.143102797839134,64.8431157815221,1
2024-04-03,55.13865726137964,60.397412259087695,1
2024-04-04,67.61893705096904,47.716264715682605,1
2024-04-05,55.94747076510391,55.47729058106464,1
2024-04-06,59.06547438719795,59.76104561313231,1
2024-04-07,54.693686835267044,56.72813326943492,1
2024-04-08,26.133875147735885,78.24605377413566,0
2024-04-09,31.09111366265548,84.5528206118554,0
2024-04-10,35.276654982732076,83.26817130667662,0
2024-04-11,25.630129402574518,79.98352039836323,0
2024-04-12,41.87164701746194,85.07266346343648,0
2024-04-13,27.797477205632376,87.9101909148189,0
2024-04-14,58.05965405101293,56.657990158483656,1
2024-04-15,66.97865967964282,53.451753549940506,1
2024-04-16,50.43111209865822,64.70642289030238,1
2024-04-17,60.138454658081066,60.63682739268578,1
2024-04-18,58.19288580286511,58.80753316307971,1
2024-04-19,27.709450485843117,76.870035348728,0
2024-04-20,28.090448888156192,77.9327438059115,0
2024-04-21,25.857081144906324,77.27415400334078,0
2024-04-22,47.48620239168892,63.42321100777584,1
2024-04-23,61.95126634491571,59.57545583752084,1
2024-04-24,61.18662192379872,61.36788701569314,1
2024-04-25,56.37999101697851,57.33709848889798,1
2024-04-26,62.64158304815188,61.03751742579568,1
2024-04-27,70.21660244841152,68.09806077718656,1
2024-04-28,64.66506070194175,56.1913254213609,1
